*Vertices      1899
    233   1647    1.0000
    233   1676    7.0000
    233   1713   10.0000
    233   1738    7.0000
    234     50    4.0000
    234     53    1.0000
    234    144    1.0000
    234    166    1.0000
    234    183    2.0000
    234    194    1.0000
    234    220    6.0000
    234    297    2.0000
    234    309    2.0000
    234    391    3.0000
    234    583    1.0000
    234    596    1.0000
    234    638    1.0000
    234    642    1.0000
    234    686    1.0000
    234    708    3.0000
    234    815    1.0000
    234    969    1.0000
    234   1018    2.0000
    234   1039    1.0000
    234   1136    3.0000
    234   1183    1.0000
    234   1231    1.0000
    234   1244    1.0000
    234   1248    2.0000
    234   1255    5.0000
    234   1312   15.0000
    234   1412    1.0000
    234   1616    1.0000
    234   1624    3.0000
    234   1778    1.0000
    235    191    3.0000
    235    263    1.0000
    235    347    1.0000
    236    128   18.0000
    236    191    4.0000
    236    212    2.0000
    236    239    1.0000
    236    242    1.0000
    236    260    1.0000
    236    368    4.0000
    236    389   12.0000
    236    407    4.0000
    236    501    8.0000
    236    509    1.0000
    236    617    1.0000
    236   1043    1.0000
    236   1421    1.0000
    237     32    1.0000
    237    191    1.0000
    237    308    1.0000
    237    711    1.0000
    239    175    2.0000
    239    191    2.0000
    239    236    2.0000
    239    349    2.0000
    239    823    1.0000
    239    950    7.0000
    239   1328    2.0000
    241    260    1.0000
    241    501    4.0000
    242     63    8.0000
    242    128    4.0000
    242    180    4.0000
    242    209    4.0000
    242    219    1.0000
    242    236    1.0000
    242    252    1.0000
    242    256    1.0000
    242    259    2.0000
    242    297   19.0000
    242    321    3.0000
    242    325    3.0000
    242    389    6.0000
    242    429    5.0000
    242    451    1.0000
    242    454   12.0000
    242    474    1.0000
    242    488    1.0000
    242    573    2.0000
    242    607    1.0000
    242    638    2.0000
    242    713    1.0000
    242    783    5.0000
    242    787    1.0000
    242    823    8.0000
    242    913    3.0000
    242   1178    2.0000
    242   1217    2.0000
    242   1647    3.0000
    243    100    1.0000
    244    142    6.0000
    244    415    6.0000
    244    448    6.0000
    244    586    5.0000
    244    808    3.0000
    244   1783    1.0000
    245     60    1.0000
    245    102    1.0000
    245    163    1.0000
    245    191    2.0000
    245    194    1.0000
    245    309    1.0000
    245    334    1.0000
    245    339    1.0000
    245    388    1.0000
    245    542    1.0000
    245    573    1.0000
    245    615    2.0000
    245    699    2.0000
    245    710    1.0000
    245    881    1.0000
    245    883    1.0000
    245   1049    1.0000
    245   1146    1.0000
    245   1264    6.0000
    245   1283    7.0000
    247    248    1.0000
    248    247    1.0000
    248    283    3.0000
    248    374    3.0000
    248    375    5.0000
    248    603    3.0000
    249      8    4.0000
    249     32    5.0000
    249     42    1.0000
    249     44   16.0000
    249     52    1.0000
    249     61    3.0000
    249     63    5.0000
    249     67    1.0000
    249     72    1.0000
    249     85    1.0000
    249     96    1.0000
    249     97    1.0000
    249    144    1.0000
    249    152    1.0000
    249    163    1.0000
    249    175    1.0000
    249    194    1.0000
    249    212    2.0000
    249    282    2.0000
    249    288    5.0000
    249    297    1.0000
    249    299    1.0000
    249    302    4.0000
    249    318    2.0000
    249    357    1.0000
    249    358    3.0000
    249    378    1.0000
    249    389    4.0000
    249    393    1.0000
    249    394    4.0000
    249    402    4.0000
    249    437    1.0000
    249    447   19.0000
    249    454    7.0000
    249    474   16.0000
    249    475    6.0000
    249    483    2.0000
    249    495    2.0000
    249    502    3.0000
    249    503    3.0000
    249    518    1.0000
    249    523    3.0000
    249    525    4.0000
    249    547    4.0000
    249    561    2.0000
    249    569    1.0000
    249    582    2.0000
    249    592    1.0000
    249    596    4.0000
    249    598    3.0000
    249    605    1.0000
    249    607    1.0000
    249    615    1.0000
    249    617    2.0000
    249    621    4.0000
    249    626    4.0000
    249    654    5.0000
    249    659    1.0000
    249    678    1.0000
    249    708    4.0000
    249    711    2.0000
    249    713    5.0000
    249    719    1.0000
    249    725    8.0000
    249    734    3.0000
    249    779    3.0000
    249    783    2.0000
    249    801    1.0000
    249    809    8.0000
    249    817    2.0000
    249    819    1.0000
    249    843    8.0000
    249    852    2.0000
    249    861    1.0000
    249    865    1.0000
    249    868    1.0000
    249    886    2.0000
    249    919    1.0000
    249    928    1.0000
    249    964    3.0000
    249    967    1.0000
    249    969    2.0000
    249    974    1.0000
    249    983    1.0000
    249    997    1.0000
    249   1006    1.0000
    249   1021    5.0000
    249   1026    1.0000
    249   1074    1.0000
    249   1103    1.0000
    249   1111    3.0000
    249   1117    2.0000
    249   1118    1.0000
    249   1130    1.0000
    249   1136    9.0000
    249   1138    9.0000
    249   1142    4.0000
    249   1181    4.0000
    249   1209    1.0000
    249   1217    1.0000
    249   1231    2.0000
    249   1236    1.0000
    249   1238    3.0000
    249   1244    5.0000
    249   1246    1.0000
    249   1255    5.0000
    249   1260    9.0000
    249   1280    5.0000
    249   1283    1.0000
    249   1295    5.0000
    249   1302    2.0000
    249   1304    7.0000
    249   1312    4.0000
    249   1324    1.0000
    249   1343    6.0000
    249   1344    1.0000
    249   1351    1.0000
    249   1353    1.0000
    249   1359    3.0000
    249   1362    1.0000
    249   1376    2.0000
    249   1395    6.0000
    249   1402    9.0000
    249   1421    1.0000
    249   1426    1.0000
    249   1430    1.0000
    249   1470    1.0000
    249   1485    3.0000
    249   1487    1.0000
    249   1488    3.0000
    249   1489    6.0000
    249   1497    1.0000
    249   1504    3.0000
    249   1509    1.0000
    249   1525    1.0000
    249   1540    9.0000
    249   1541    1.0000
    249   1542    1.0000
    249   1546    1.0000
    249   1561    3.0000
    249   1565    2.0000
    249   1568    6.0000
    249   1573    1.0000
    249   1580    7.0000
    249   1585    2.0000
    249   1598    1.0000
    249   1608    1.0000
    249   1619    5.0000
    249   1624    1.0000
    249   1629    8.0000
    249   1644   15.0000
    249   1645    1.0000
    249   1647    4.0000
    249   1648    4.0000
    249   1655    3.0000
    249   1665    2.0000
    249   1673    1.0000
    249   1692    1.0000
    249   1701    1.0000
    249   1706    1.0000
    249   1708    1.0000
    249   1713    2.0000
    249   1718    1.0000
    249   1724    2.0000
    249   1730    2.0000
    249   1731    2.0000
    249   1739    2.0000
    249   1742    1.0000
    250      8    3.0000
    250     41    2.0000
    250     53    2.0000
    250     72    1.0000
    250    101    1.0000
    250    109    1.0000
    250    128    1.0000
    250    135    1.0000
    250    154    1.0000
    250    204    2.0000
    250    260    2.0000
    250    263    1.0000
    250    297    1.0000
    250    316    1.0000
    250    323    3.0000
    250    358    2.0000
    250    405    3.0000
    250    407    1.0000
    250    475   18.0000
    250    502   10.0000
    250    513    2.0000
    250    536    3.0000
    250    544    1.0000
    250    561    3.0000
    250    569    3.0000
    250    598    2.0000
    250    599    1.0000
    250    616    1.0000
    250    617    2.0000
    250    638    1.0000
    250    697    1.0000
    250    712    4.0000
    250    713    2.0000
    250    753    8.0000
    250    809    1.0000
    250    853    1.0000
    250    909    1.0000
    250    943    1.0000
    250    954    2.0000
    250    958    1.0000
    250   1026    1.0000
    250   1053    1.0000
    250   1056    1.0000
    250   1068    8.0000
    250   1097    1.0000
    250   1100    1.0000
    250   1112    1.0000
    250   1118    4.0000
    250   1184    1.0000
    250   1255    2.0000
    250   1420    1.0000
    250   1453    1.0000
    250   1665    1.0000
    252      6    3.0000
    252     73    2.0000
    252     97    4.0000
    252    105    1.0000
    252    242    1.0000
    252    297    3.0000
    252    350    1.0000
    252    376    1.0000
    252    387    1.0000
    252    389    7.0000
    252    391    1.0000
    252    433    2.0000
    252    456    4.0000
    252    463   11.0000
    252    472    1.0000
    252    481   11.0000
    252    513    1.0000
    252    542    1.0000
    252    595    3.0000
    252    598   12.0000
    252    607    1.0000
    252    616    2.0000
    252    638    1.0000
    252    687    5.0000
    252    757    1.0000
    252    765    5.0000
    252    766    4.0000
    252    783    7.0000
    252    815    1.0000
    252    831    1.0000
    252    935    3.0000
    252   1000    1.0000
    252   1018    2.0000
    252   1026    3.0000
    252   1056    2.0000
    252   1103    2.0000
    252   1236   10.0000
    252   1283    1.0000
    252   1338    3.0000
    252   1402    1.0000
    254      8    6.0000
    254     30    2.0000
    254    266    2.0000
    254    272    1.0000
    254    277   11.0000
    254    281    4.0000
    254    297    2.0000
    254    299    1.0000
    254    302    6.0000
    254    308    4.0000
    254    311    3.0000
    254    337    1.0000
    254    343    1.0000
    254    344    2.0000
    254    352    1.0000
    254    358    4.0000
    254    378   20.0000
    254    396    6.0000
    254    408    3.0000
    254    482    1.0000
    254    495    4.0000
    254    561    1.0000
    254    576    7.0000
    254    596    2.0000
    254    598    2.0000
    254    605   25.0000
    254    626    4.0000
    254    654    4.0000
    254    659    1.0000
    254    673    5.0000
    254    697    2.0000
    254    701    1.0000
    254    739    1.0000
    254    758    3.0000
    254    840    1.0000
    254    874    4.0000
    254    973    3.0000
    254    986    1.0000
    254   1039   13.0000
    254   1103    1.0000
    254   1136    4.0000
    254   1138    1.0000
